facility_number,facility_type,age_years,expected_life_years,condition_index,remaining_service_life,year_constructed
4807,Dorm Facility,39,50,70,3.06,1986
1877,Heating - Cooling Plant,30,60,71,28.2,1995
1523,Ground Terminal T1,14,30,70,15.62,2011
9502,Ground Terminal T1,25,30,70,3.25,2000
6220,Ground Terminal T1,17,30,70,7.78,2008
8505,Radome Facility,30,30,70,0.0,1995
3848,Storage Facility,31,60,70,27.91,1994
7240,Ground Terminal T1,30,30,70,3.46,1995
7845,Fuel Farm,37,40,70,0.0,1988
9705,UPS Building,44,50,70,1.39,1981
7989,Communication Facility,36,60,70,20.08,1989
5875,Fuel Building,24,50,70,24.26,2001
1388,Ground monitoring Station,11,30,70,19.19,2014
2233,Power generation Facility,15,60,70,49.07,2010
1576,Standby Generator,22,30,70,8.24,2003
9204,Fuel Building,47,50,70,5.81,1978
7526,Fuel Farm,13,40,70,30.55,2012
5803,Data Center,18,40,70,27.66,2007
1192,Radome Facility,30,30,71,0.0,1995
2238,Storage Facility,20,60,70,43.09,2005
3096,Standby Generator,30,30,70,1.68,1995
1284,Utility corridor,34,60,70,34.12,1991
8732,Truck fill stand,29,30,11,13.19,1996
7415,Receiver Station,30,30,6,2.46,1995
1707,Ops Facility T1,24,50,70,38.42,2001
5922,Substation,28,30,70,0.37,1997
4682,Equipment Pad,13,20,70,4.35,2012
7776,Fuel Building,17,50,29,26.56,2008
1691,Truck fill stand,6,30,36,27.36,2019
6209,UPS Building,20,50,70,36.03,2005
2039,Power generation Facility,32,60,70,31.44,1993
8119,Pump Station,19,40,87,29.94,2006
1801,Fuel Farm,31,40,70,14.52,1994
7004,Power generation Facility,4,60,70,53.8,2021
654,Substation,10,30,70,20.67,2015
24,Data Center,32,40,70,6.29,1993
6795,Fuel Farm,28,40,70,10.02,1997
8252,Standby Generator,30,30,70,0.0,1995
3923,Maintenance Shop,20,40,70,18.25,2005
8964,Fuel intake Facility,15,30,70,3.61,2010
2456,Heating - Cooling Plant,8,60,70,57.9,2017
6944,Fuel intake Facility,16,30,70,22.41,2009
9284,Pump Station,13,40,70,35.2,2012
8814,Entry control point,21,30,70,6.43,2004
112,Equipment Pad,20,20,70,0.0,2005
530,Maintenance Shop,23,40,70,16.11,2002
3199,Communication Facility,54,60,70,6.51,1971
7374,Admin Office,21,40,97,14.81,2004
2737,Switching Station,30,30,70,3.6,1995
9196,Central Utility Plant,34,50,22,9.04,1991
1833,Switching Station,15,30,70,14.57,2010
3388,UPS Building,2,50,70,43.86,2023
9342,Dorm Facility,25,50,70,20.73,2000
4148,Equipment Pad,20,20,69,0.0,2005
6132,Storage Facility,17,60,70,43.97,2008
6818,Receiver Station,30,30,70,0.0,1995
5615,Data Center,21,40,70,20.54,2004
7234,Heating - Cooling Plant,20,60,70,40.71,2005
3498,Pump Station,31,40,70,14.3,1994
4453,Ground Terminal T1,20,30,70,6.4,2005
735,Ops Facility T1,22,50,70,24.13,2003
4770,Switching Station,30,30,70,2.63,1995
3614,Fuel Building,50,50,20,0.0,1975
4893,Receiver Station,25,30,70,5.34,2000
8747,Fuel intake Facility,20,30,70,6.03,2005
944,Data Center,34,40,70,5.78,1991
5732,Pump Station,35,40,70,0.0,1990
2735,Fuel Farm,23,40,70,13.05,2002
289,Fuel Farm,35,40,70,4.03,1990
5233,Radome Facility,30,30,70,5.26,1995
1677,Truck fill stand,16,30,69,15.82,2009
1500,Power generation Facility,40,60,70,28.35,1985
2313,Standby Generator,26,30,70,0.0,1999
424,Utility corridor,10,60,70,52.57,2015
8852,Equipment Pad,20,20,98,1.28,2005
3575,Communication Facility,30,60,70,38.78,1995
7102,Fuel Building,30,50,70,34.7,1995
6083,Communication Facility,35,60,70,21.4,1990
2551,Radome Facility,26,30,71,0.05,1999
8701,Standby Generator,30,30,70,2.39,1995
145,Entry control point,10,30,70,18.73,2015
2679,Storage Facility,5,60,70,51.82,2020
7112,Fuel Farm,16,40,3,22.83,2009
2303,Maintenance Shop,21,40,70,25.53,2004
2153,Pump Station,25,40,70,11.09,2000
8129,Utility corridor,10,60,70,57.17,2015
2925,Fuel Building,29,50,70,20.85,1996
1154,Ops Facility T1,50,50,95,0.0,1975
1128,Truck fill stand,30,30,98,4.03,1995
3245,Truck fill stand,4,30,70,26.55,2021
1529,Maintenance Shop,25,40,70,17.95,2000
923,Equipment Pad,20,20,70,1.79,2005
5161,Truck fill stand,10,30,94,20.95,2015
9217,Switching Station,30,30,70,0.0,1995
3259,Admin Office,37,40,70,0.0,1988
5226,Admin Office,24,40,70,24.39,2001
8306,Ground Terminal T1,27,30,71,2.47,1998
9074,Power generation Facility,32,60,70,28.2,1993
8181,Power generation Facility,2,60,70,60.5,2023
1821,Standby Generator,27,30,70,6.44,1998
3600,Switching Station,29,30,70,1.62,1996
1930,Ops Facility T1,12,50,70,33.0,2013
8081,Communication Facility,22,60,71,44.74,2003
8372,Entry control point,20,30,70,10.69,2005
7078,Radome Facility,29,30,70,2.3,1996
7388,Ops Facility T1,22,50,42,34.7,2003
1599,Pump Station,12,40,46,22.2,2013
1338,Heating - Cooling Plant,23,60,70,35.61,2002
9970,Utility corridor,34,60,70,30.2,1991
6075,Power generation Facility,2,60,70,52.09,2023
1305,Pump Station,10,40,70,30.69,2015
9270,Ground Terminal T1,25,30,70,9.54,2000
4587,Radome Facility,30,30,70,0.0,1995
3982,Data Center,15,40,70,23.54,2010
3211,Equipment Pad,20,20,70,7.79,2005
4688,Ground monitoring Station,21,30,70,13.9,2004
5013,Ground monitoring Station,30,30,70,0.0,1995
6881,Ground Terminal T1,29,30,70,1.98,1996
2736,Ops Facility T1,46,50,70,8.11,1979
3364,Fuel Building,1,50,39,50.97,2024
508,Substation,21,30,70,15.37,2004
5868,Equipment Pad,20,20,70,1.17,2005
6615,Maintenance Shop,24,40,70,8.48,2001
7019,Data Center,28,40,90,10.1,1997
4981,Utility corridor,24,60,70,38.95,2001
6454,UPS Building,12,50,70,39.57,2013
7734,Ground monitoring Station,7,30,70,21.97,2018
5027,Fuel Building,36,50,25,9.67,1989
576,Communication Facility,14,60,13,44.05,2011
7714,Antenna support building,30,30,70,0.0,1995
7817,Utility corridor,22,60,70,36.99,2003
9998,Receiver Station,11,30,70,13.46,2014
6796,Fuel intake Facility,19,30,70,7.9,2006
2200,Pump Station,22,40,70,19.96,2003
2924,Storage Facility,53,60,70,10.16,1972
7011,Substation,30,30,70,0.0,1995
4787,Fuel Building,15,50,70,34.53,2010
5346,Substation,7,30,70,23.45,2018
4256,Antenna support building,25,30,70,2.22,2000
4888,Pump Station,2,40,24,43.55,2023
7461,Standby Generator,25,30,70,0.0,2000
3470,Ops Facility T1,2,50,70,44.03,2023
1012,Communication Facility,14,60,3,48.92,2011
1253,Switching Station,30,30,70,1.29,1995
5941,Admin Office,15,40,70,25.67,2010
9235,Truck fill stand,7,30,70,27.1,2018
2167,Utility corridor,11,60,70,58.61,2014
3960,Communication Facility,37,60,70,23.38,1988
2121,Antenna support building,5,30,69,28.01,2020
7667,Water Treatment Facility,11,30,70,11.66,2014
3487,Equipment Pad,20,20,70,1.73,2005
6671,Maintenance Shop,20,40,70,21.6,2005
4889,Substation,24,30,70,1.95,2001
8253,Entry control point,27,30,70,1.45,1998
8606,Maintenance Shop,9,40,23,31.45,2016
5113,Equipment Pad,20,20,70,0.88,2005
4101,Ground monitoring Station,30,30,4,4.0,1995
8366,Substation,30,30,70,5.32,1995
7437,Ground monitoring Station,30,30,69,8.58,1995
2921,Power generation Facility,29,60,70,33.89,1996
3854,UPS Building,28,50,15,22.16,1997
6914,Fuel Building,43,50,70,10.24,1982
462,Utility corridor,29,60,70,31.74,1996
4316,Storage Facility,55,60,70,0.0,1970
3881,Equipment Pad,20,20,70,0.0,2005
6854,Maintenance Shop,24,40,5,18.72,2001
7496,Power generation Facility,39,60,70,18.9,1986
6413,Fuel intake Facility,15,30,70,17.56,2010
1458,Entry control point,27,30,70,0.0,1998
2869,Receiver Station,30,30,70,0.0,1995
6690,Standby Generator,29,30,70,0.0,1996
2630,UPS Building,14,50,70,23.9,2011
3295,Admin Office,34,40,70,1.01,1991
1455,Truck fill stand,7,30,93,30.83,2018
3976,Ground Terminal T1,30,30,70,7.49,1995
3185,Central Utility Plant,11,50,70,40.16,2014
6779,Utility corridor,15,60,70,41.6,2010
2144,Ops Facility T1,1,50,70,43.12,2024
8117,Radome Facility,25,30,70,0.24,2000
3850,Maintenance Shop,32,40,70,3.25,1993
5030,Dorm Facility,45,50,70,0.0,1980
3537,Admin Office,19,40,69,13.91,2006
5734,Substation,19,30,71,13.0,2006
7206,Central Utility Plant,22,50,70,25.25,2003
1573,Standby Generator,22,30,70,2.15,2003
6371,Substation,30,30,70,0.0,1995
2619,Data Center,37,40,18,0.0,1988
7666,Antenna support building,1,30,70,36.19,2024
5536,Substation,26,30,70,0.18,1999
4639,Substation,19,30,70,15.45,2006
6904,Switching Station,21,30,70,10.25,2004
7451,UPS Building,45,50,70,3.42,1980
884,Data Center,11,40,70,35.59,2014
2008,Data Center,24,40,70,20.48,2001
9319,Communication Facility,27,60,70,39.4,1998
8353,Substation,22,30,70,12.66,2003
6962,Fuel Farm,11,40,70,27.6,2014
7753,Entry control point,27,30,70,3.07,1998
6087,Power generation Facility,39,60,70,19.23,1986
2461,Heating - Cooling Plant,43,60,70,17.42,1982
9657,Dorm Facility,22,50,21,24.75,2003
8918,UPS Building,11,50,70,31.38,2014
8962,Antenna support building,28,30,86,6.41,1997
3527,Heating - Cooling Plant,15,60,70,45.4,2010
6718,Central Utility Plant,40,50,70,0.78,1985
5538,Standby Generator,27,30,70,6.45,1998
9917,Storage Facility,40,60,70,14.24,1985
9877,Fuel Building,49,50,70,14.63,1976
4047,Fuel Building,21,50,70,39.6,2004
8938,Fuel intake Facility,30,30,70,6.87,1995
8519,Receiver Station,30,30,70,10.32,1995
361,Receiver Station,13,30,70,17.23,2012
556,Truck fill stand,30,30,70,0.0,1995
6520,Maintenance Shop,35,40,70,0.0,1990
5195,Radome Facility,15,30,70,18.38,2010
4408,Substation,20,30,8,5.44,2005
4186,Central Utility Plant,37,50,70,17.3,1988
393,Central Utility Plant,37,50,70,19.82,1988
8455,Ground Terminal T1,30,30,70,0.0,1995
283,Central Utility Plant,31,50,70,23.84,1994
1954,Admin Office,20,40,70,26.22,2005
8718,Maintenance Shop,27,40,70,11.98,1998
2601,UPS Building,38,50,39,10.09,1987
7584,Dorm Facility,28,50,70,17.84,1997
4403,Heating - Cooling Plant,27,60,70,35.06,1998
3919,Admin Office,28,40,70,13.56,1997
32,Fuel Building,15,50,70,41.76,2010
9038,Standby Generator,24,30,70,1.67,2001
8692,Central Utility Plant,29,50,70,22.68,1996
9857,UPS Building,32,50,88,15.75,1993
1149,Fuel Building,24,50,70,26.7,2001
5458,Radome Facility,27,30,70,5.16,1998
6017,Radome Facility,26,30,70,3.81,1999
5827,Ops Facility T1,1,50,70,51.21,2024
4891,Communication Facility,27,60,70,38.5,1998
3833,Water Treatment Facility,19,30,70,13.14,2006
3628,Water Treatment Facility,30,30,70,0.0,1995
374,Equipment Pad,10,20,70,8.37,2015
7966,Equipment Pad,20,20,70,5.55,2005
6471,Truck fill stand,24,30,70,14.46,2001
4733,Equipment Pad,17,20,71,1.19,2008
9165,Ops Facility T1,15,50,70,39.55,2010
2900,Dorm Facility,18,50,46,46.84,2007
494,Fuel Building,42,50,70,0.19,1983
5886,Entry control point,27,30,70,1.11,1998
5003,Equipment Pad,20,20,70,0.0,2005
1628,Ground monitoring Station,2,30,86,20.08,2023
3776,Utility corridor,22,60,71,35.23,2003
3673,Substation,29,30,70,15.61,1996
837,Water Treatment Facility,24,30,70,7.13,2001
6471,Fuel intake Facility,26,30,70,6.29,1999
8563,Equipment Pad,20,20,70,5.04,2005
5315,Central Utility Plant,22,50,70,14.09,2003
2214,Fuel intake Facility,30,30,70,11.46,1995
6367,Water Treatment Facility,30,30,70,4.0,1995
6320,Communication Facility,27,60,70,33.12,1998
2427,Dorm Facility,24,50,70,35.56,2001
9598,Ops Facility T1,46,50,70,0.0,1979
7516,Antenna support building,18,30,1,6.95,2007
589,Water Treatment Facility,27,30,70,9.09,1998
2512,Communication Facility,10,60,70,43.23,2015
3027,Switching Station,24,30,70,0.7,2001
2304,Fuel Building,3,50,70,38.03,2022
4123,Truck fill stand,30,30,70,8.8,1995
6541,Power generation Facility,23,60,70,35.62,2002
5550,Storage Facility,20,60,70,43.13,2005
834,Utility corridor,20,60,70,42.9,2005
9394,Switching Station,7,30,70,18.03,2018
2373,Entry control point,28,30,70,0.0,1997
8549,Antenna support building,16,30,70,21.27,2009
9195,Standby Generator,20,30,70,10.76,2005
7030,Utility corridor,23,60,70,37.2,2002
6092,Central Utility Plant,34,50,70,20.22,1991
14,Power generation Facility,36,60,70,19.96,1989
2047,Pump Station,32,40,70,0.03,1993
8481,Maintenance Shop,36,40,70,2.66,1989
9521,Utility corridor,24,60,70,32.66,2001
4192,Equipment Pad,20,20,22,1.44,2005
7099,Standby Generator,5,30,86,31.4,2020
8904,Data Center,24,40,70,15.92,2001
7389,Heating - Cooling Plant,52,60,70,3.02,1973
4650,Fuel intake Facility,30,30,69,5.94,1995
4072,Fuel intake Facility,22,30,99,2.18,2003
6073,Dorm Facility,46,50,70,0.0,1979
6952,Storage Facility,36,60,70,27.07,1989
5362,Ground Terminal T1,30,30,90,3.86,1995
2120,Ops Facility T1,47,50,70,1.65,1978
2715,Receiver Station,22,30,70,6.47,2003
7148,Ground monitoring Station,30,30,70,2.3,1995
3579,Ground Terminal T1,15,30,70,18.9,2010
6469,UPS Building,45,50,46,7.34,1980
834,Standby Generator,30,30,70,1.74,1995
5990,Maintenance Shop,19,40,70,22.2,2006
4599,Radome Facility,30,30,69,0.92,1995
9966,Admin Office,35,40,70,0.0,1990
1160,Dorm Facility,38,50,70,15.86,1987
234,Water Treatment Facility,3,30,70,21.36,2022
379,Ops Facility T1,30,50,71,15.55,1995
550,Utility corridor,48,60,70,10.9,1977
8177,Water Treatment Facility,30,30,70,0.0,1995
6508,Switching Station,27,30,70,0.75,1998
7858,Fuel intake Facility,5,30,15,39.24,2020
4275,UPS Building,43,50,70,13.73,1982
4167,Substation,29,30,70,2.63,1996
2870,Ground Terminal T1,19,30,70,25.56,2006
1313,Truck fill stand,29,30,70,0.0,1996
3786,Fuel Building,10,50,69,40.49,2015
2431,Power generation Facility,42,60,70,19.62,1983
2552,Communication Facility,44,60,70,18.56,1981
5572,Substation,20,30,70,18.42,2005
2122,Equipment Pad,20,20,70,1.18,2005
3216,Maintenance Shop,40,40,70,2.42,1985
4793,Pump Station,7,40,70,30.15,2018
3985,Standby Generator,22,30,70,2.46,2003
2216,Ground monitoring Station,24,30,70,16.16,2001
1827,Fuel Building,2,50,70,43.11,2023
3501,Entry control point,30,30,70,6.29,1995
1500,Dorm Facility,24,50,70,29.98,2001
7052,Ground Terminal T1,11,30,70,14.03,2014
9079,Entry control point,25,30,70,6.42,2000
3589,Receiver Station,19,30,70,9.76,2006
5367,Antenna support building,30,30,70,0.0,1995
8586,Data Center,30,40,70,1.0,1995
9420,Radome Facility,30,30,70,0.0,1995
7122,Truck fill stand,4,30,70,31.37,2021
7375,UPS Building,44,50,98,10.96,1981
7169,Data Center,39,40,70,3.66,1986
4741,Substation,29,30,92,0.0,1996
1333,Water Treatment Facility,28,30,70,8.25,1997
7767,Ground monitoring Station,11,30,70,17.8,2014
1699,Admin Office,40,40,69,0.0,1985
8901,Admin Office,9,40,70,28.95,2016
580,Communication Facility,5,60,70,59.15,2020
5636,Maintenance Shop,27,40,70,9.15,1998
1943,Antenna support building,27,30,70,0.0,1998
443,Substation,29,30,70,2.46,1996
8229,Dorm Facility,34,50,86,19.57,1991
9186,Truck fill stand,29,30,94,0.0,1996
9912,Pump Station,12,40,70,32.25,2013
1683,Fuel Farm,16,40,70,29.82,2009
53,Standby Generator,23,30,70,6.94,2002
1919,Switching Station,30,30,70,6.65,1995
1379,Radome Facility,30,30,70,5.11,1995
2532,Storage Facility,25,60,70,31.77,2000
568,Heating - Cooling Plant,20,60,87,48.4,2005
1471,Communication Facility,31,60,23,36.87,1994
8997,Switching Station,24,30,70,11.42,2001
668,Switching Station,27,30,70,9.8,1998
534,Substation,14,30,70,11.98,2011
4037,Storage Facility,15,60,86,54.37,2010
6709,Receiver Station,7,30,70,27.04,2018
1641,Communication Facility,3,60,70,54.1,2022
8632,Pump Station,26,40,70,11.34,1999
5786,Pump Station,19,40,70,16.03,2006
5017,Substation,30,30,89,0.0,1995
3032,Water Treatment Facility,24,30,70,7.43,2001
889,Receiver Station,15,30,70,5.35,2010
8951,Maintenance Shop,34,40,70,2.67,1991
7300,Radome Facility,19,30,70,21.11,2006
2153,Fuel intake Facility,30,30,97,4.5,1995
3785,Central Utility Plant,20,50,37,28.34,2005
5802,Storage Facility,26,60,70,33.12,1999
4979,Entry control point,25,30,70,13.67,2000
1546,Ground monitoring Station,14,30,70,18.9,2011
1887,Switching Station,30,30,93,7.99,1995
7753,Standby Generator,30,30,70,0.51,1995
2874,Dorm Facility,48,50,97,7.45,1977
7532,Ops Facility T1,8,50,70,40.01,2017
2919,Fuel Building,18,50,70,34.11,2007
9324,Truck fill stand,29,30,70,1.38,1996
3458,Power generation Facility,11,60,70,43.18,2014
6967,Fuel intake Facility,29,30,70,4.57,1996
4486,UPS Building,23,50,69,23.91,2002
9652,Dorm Facility,40,50,70,12.19,1985
2118,Maintenance Shop,32,40,70,9.08,1993
4167,UPS Building,17,50,70,39.36,2008
4468,Fuel intake Facility,30,30,71,6.84,1995
7748,Ops Facility T1,2,50,70,49.57,2023
7828,Utility corridor,26,60,70,44.42,1999
2233,UPS Building,28,50,70,17.47,1997
8028,Radome Facility,6,30,70,24.77,2019
173,Maintenance Shop,21,40,70,15.44,2004
9488,Ground monitoring Station,15,30,70,25.65,2010
7859,Utility corridor,30,60,70,29.09,1995
9592,Maintenance Shop,11,40,70,32.38,2014
7494,Radome Facility,30,30,70,2.09,1995
9030,Pump Station,14,40,70,27.33,2011
7012,Ground Terminal T1,22,30,29,3.7,2003
8848,Switching Station,16,30,70,13.64,2009
9350,Ground monitoring Station,30,30,70,0.0,1995
9397,Water Treatment Facility,24,30,70,16.57,2001
6834,Radome Facility,29,30,70,6.96,1996
1849,Central Utility Plant,20,50,70,27.03,2005
7198,Entry control point,20,30,70,3.07,2005
9892,Data Center,34,40,97,5.67,1991
7247,Ops Facility T1,38,50,70,7.44,1987
9058,Switching Station,30,30,70,0.0,1995
2713,Water Treatment Facility,21,30,70,10.45,2004
1601,Standby Generator,8,30,70,23.02,2017
1310,Data Center,27,40,70,18.26,1998
8282,Pump Station,38,40,24,3.18,1987
1265,UPS Building,14,50,70,28.9,2011
71,Communication Facility,20,60,70,34.69,2005
8222,Equipment Pad,3,20,70,20.42,2022
6960,Fuel intake Facility,20,30,70,3.18,2005
7098,Maintenance Shop,1,40,70,38.19,2024
6563,Entry control point,30,30,70,0.69,1995
105,Data Center,35,40,70,18.23,1990
