facility_number,facility_type,age_years,expected_life_years,condition_index,remaining_service_life,year_constructed
6065,Ground Terminal T1,28,30,70,12.21,1997
5018,Water Treatment Facility,30,30,70,0.0,1995
6555,Dorm Facility,32,50,98,25.06,1993
5134,Ground monitoring Station,30,30,70,0.0,1995
9961,Antenna support building,18,30,70,8.06,2007
2708,Equipment Pad,20,20,70,0.0,2005
433,Ops Facility T1,45,50,70,9.85,1980
2050,Entry control point,25,30,48,16.82,2000
5682,Ground Terminal T1,16,30,13,22.78,2009
2815,Radome Facility,30,30,70,1.1,1995
7863,Heating - Cooling Plant,27,60,70,29.74,1998
9805,Central Utility Plant,44,50,70,14.92,1981
1359,Utility corridor,44,60,70,12.47,1981
6646,Central Utility Plant,11,50,70,43.05,2014
9443,Storage Facility,55,60,70,11.55,1970
1536,Fuel Building,39,50,70,8.11,1986
8319,Substation,4,30,70,21.89,2021
3183,Pump Station,10,40,70,37.0,2015
3586,Dorm Facility,20,50,70,31.25,2005
1004,Fuel Building,20,50,70,29.72,2005
9079,Fuel Farm,33,40,70,0.0,1992
2584,Ground Terminal T1,27,30,70,5.93,1998
4514,Maintenance Shop,32,40,70,7.0,1993
2293,Substation,20,30,70,3.91,2005
9396,Truck fill stand,23,30,70,4.47,2002
3130,Central Utility Plant,22,50,70,21.95,2003
3126,Central Utility Plant,35,50,92,13.98,1990
4286,Data Center,26,40,70,12.73,1999
8904,Receiver Station,24,30,1,0.0,2001
5904,Ground monitoring Station,30,30,70,3.76,1995
2272,UPS Building,44,50,70,4.06,1981
3041,Water Treatment Facility,20,30,70,7.87,2005
575,Truck fill stand,20,30,70,7.63,2005
5723,Maintenance Shop,36,40,69,1.19,1989
6210,Fuel Building,28,50,70,18.12,1997
1741,Standby Generator,7,30,43,7.86,2018
3904,Utility corridor,45,60,70,10.44,1980
9409,Switching Station,23,30,70,9.22,2002
3992,Antenna support building,9,30,70,16.59,2016
1313,Truck fill stand,30,30,70,3.41,1995
827,Maintenance Shop,21,40,70,23.85,2004
5287,Fuel Farm,14,40,70,33.37,2011
9433,Central Utility Plant,13,50,70,35.29,2012
7322,Water Treatment Facility,30,30,70,0.0,1995
6384,Substation,16,30,70,14.29,2009
6038,Maintenance Shop,34,40,70,5.21,1991
3267,Ops Facility T1,25,50,97,24.22,2000
471,Admin Office,33,40,70,6.44,1992
442,UPS Building,43,50,70,9.27,1982
7787,Communication Facility,24,60,86,29.27,2001
1926,Dorm Facility,26,50,70,19.42,1999
1355,UPS Building,45,50,70,4.33,1980
6657,Heating - Cooling Plant,53,60,70,2.28,1972
5856,Ground monitoring Station,30,30,70,3.22,1995
3422,Communication Facility,40,60,70,16.49,1985
7592,Power generation Facility,22,60,70,40.86,2003
1648,Substation,25,30,87,5.48,2000
166,Storage Facility,29,60,70,30.56,1996
6357,Ground monitoring Station,17,30,70,14.17,2008
8035,Pump Station,22,40,70,19.73,2003
6206,Equipment Pad,20,20,70,3.06,2005
6176,UPS Building,49,50,70,7.18,1976
3649,Ops Facility T1,43,50,70,11.74,1982
2660,Storage Facility,19,60,70,45.5,2006
4626,Pump Station,20,40,70,14.95,2005
4180,Maintenance Shop,5,40,70,42.27,2020
9029,Ops Facility T1,40,50,70,16.42,1985
2930,Equipment Pad,20,20,70,9.84,2005
6539,Ops Facility T1,19,50,70,34.53,2006
5563,Fuel intake Facility,28,30,70,0.0,1997
3019,Communication Facility,21,60,70,46.5,2004
6729,Dorm Facility,31,50,86,14.93,1994
3236,Central Utility Plant,35,50,70,16.34,1990
142,Entry control point,16,30,70,16.28,2009
6134,Entry control point,23,30,89,6.64,2002
1135,Storage Facility,14,60,71,48.55,2011
23,Power generation Facility,10,60,70,45.17,2015
2990,Fuel Building,20,50,70,37.79,2005
7739,Fuel Farm,37,40,39,5.35,1988
9897,Maintenance Shop,25,40,70,19.68,2000
6330,Fuel Building,37,50,70,22.44,1988
8043,Standby Generator,10,30,70,9.99,2015
1758,Antenna support building,28,30,70,6.09,1997
8270,Data Center,32,40,70,12.21,1993
7256,Water Treatment Facility,30,30,70,0.0,1995
9635,Maintenance Shop,26,40,95,14.5,1999
8085,Radome Facility,30,30,70,0.0,1995
4580,UPS Building,37,50,70,19.87,1988
5302,Heating - Cooling Plant,22,60,70,44.49,2003
7754,Fuel Farm,5,40,70,31.34,2020
1877,Admin Office,8,40,70,31.18,2017
730,Central Utility Plant,30,50,70,18.1,1995
5534,Fuel Farm,20,40,70,29.21,2005
1004,Maintenance Shop,33,40,70,3.33,1992
5998,Storage Facility,15,60,70,41.84,2010
1562,Radome Facility,12,30,70,8.82,2013
6892,Central Utility Plant,21,50,70,29.41,2004
3206,Admin Office,36,40,70,4.86,1989
384,Entry control point,30,30,70,6.19,1995
2443,Fuel Farm,17,40,70,26.38,2008
6865,Entry control point,21,30,70,4.24,2004
8480,Standby Generator,10,30,71,17.38,2015
7655,Admin Office,19,40,70,22.69,2006
7637,Truck fill stand,30,30,70,2.66,1995
5393,Ops Facility T1,10,50,70,41.47,2015
8528,Maintenance Shop,29,40,70,12.37,1996
3299,Radome Facility,30,30,70,1.41,1995
5226,Fuel intake Facility,13,30,70,16.38,2012
2489,Ops Facility T1,30,50,70,20.31,1995
5007,Data Center,11,40,7,34.57,2014
9298,UPS Building,9,50,70,43.27,2016
2054,Maintenance Shop,16,40,70,21.28,2009
8330,Pump Station,17,40,70,18.93,2008
7288,Utility corridor,16,60,70,38.48,2009
8331,Water Treatment Facility,15,30,70,9.33,2010
27,Utility corridor,20,60,9,27.29,2005
5657,Ground monitoring Station,16,30,70,16.06,2009
1978,Utility corridor,20,60,70,45.65,2005
1252,Substation,20,30,70,11.35,2005
5831,Ground Terminal T1,17,30,70,15.21,2008
4351,Heating - Cooling Plant,25,60,70,35.84,2000
3616,Antenna support building,23,30,70,12.12,2002
8042,Water Treatment Facility,20,30,70,12.94,2005
3651,Standby Generator,29,30,70,0.0,1996
1083,Ops Facility T1,6,50,70,40.23,2019
4189,Maintenance Shop,37,40,70,11.47,1988
763,Admin Office,10,40,70,32.61,2015
3441,Fuel Building,36,50,97,21.11,1989
1939,Equipment Pad,6,20,70,17.51,2019
5232,Switching Station,24,30,70,9.84,2001
8798,Truck fill stand,21,30,70,14.63,2004
3255,Ops Facility T1,21,50,70,15.5,2004
5361,Ground Terminal T1,19,30,70,9.32,2006
2059,Antenna support building,7,30,70,31.86,2018
8845,Standby Generator,14,30,48,16.51,2011
5072,Maintenance Shop,36,40,70,0.0,1989
4143,Ops Facility T1,32,50,70,26.76,1993
8739,Admin Office,17,40,21,20.21,2008
443,Fuel Building,28,50,70,15.75,1997
7637,Dorm Facility,35,50,91,10.98,1990
2259,Power generation Facility,21,60,70,38.53,2004
2641,Substation,1,30,70,23.72,2024
552,Antenna support building,20,30,70,11.11,2005
6559,Truck fill stand,28,30,70,0.0,1997
3408,Ground monitoring Station,25,30,19,7.46,2000
9259,Communication Facility,20,60,70,44.94,2005
635,Ground Terminal T1,18,30,71,8.68,2007
7581,Fuel Building,45,50,5,5.93,1980
8410,Storage Facility,20,60,70,40.63,2005
4289,Ops Facility T1,41,50,70,10.38,1984
2728,Standby Generator,25,30,71,0.91,2000
4181,Central Utility Plant,28,50,70,18.91,1997
2701,Entry control point,27,30,70,0.0,1998
5509,Ground monitoring Station,20,30,70,14.47,2005
7394,Truck fill stand,30,30,70,0.0,1995
7109,Ground monitoring Station,28,30,37,7.69,1997
8171,UPS Building,6,50,70,48.74,2019
1118,Utility corridor,20,60,70,41.83,2005
7445,Storage Facility,10,60,70,50.79,2015
9729,Antenna support building,27,30,70,4.41,1998
7629,Pump Station,31,40,70,5.27,1994
9169,Maintenance Shop,35,40,70,0.0,1990
7454,Data Center,38,40,70,5.24,1987
7884,Ground monitoring Station,26,30,70,8.43,1999
7611,Radome Facility,7,30,71,19.28,2018
7535,Ground Terminal T1,30,30,20,1.59,1995
947,Power generation Facility,28,60,70,34.55,1997
6430,Truck fill stand,26,30,70,6.59,1999
8119,Fuel Farm,28,40,70,14.48,1997
7980,Substation,27,30,70,3.38,1998
9532,Data Center,37,40,70,2.4,1988
9900,Ops Facility T1,10,50,70,48.92,2015
6688,Maintenance Shop,20,40,11,16.07,2005
383,Ground Terminal T1,30,30,70,0.0,1995
2369,Antenna support building,23,30,70,6.52,2002
8116,Entry control point,30,30,70,0.0,1995
6059,Dorm Facility,24,50,28,27.88,2001
7980,Ops Facility T1,23,50,70,32.48,2002
1882,Antenna support building,5,30,70,26.26,2020
7985,Fuel intake Facility,30,30,70,7.79,1995
5027,Heating - Cooling Plant,18,60,70,39.82,2007
9035,Receiver Station,16,30,70,14.17,2009
112,Fuel Farm,2,40,49,32.8,2023
4580,Heating - Cooling Plant,12,60,70,43.98,2013
5124,Truck fill stand,19,30,70,0.0,2006
7940,Fuel Building,7,50,70,45.42,2018
4565,Standby Generator,16,30,70,7.15,2009
90,Standby Generator,30,30,70,2.26,1995
4359,Maintenance Shop,34,40,70,8.42,1991
3053,Maintenance Shop,17,40,70,22.03,2008
8126,Dorm Facility,29,50,70,20.74,1996
129,Communication Facility,43,60,70,15.57,1982
8699,Maintenance Shop,27,40,70,14.31,1998
4866,Maintenance Shop,34,40,99,0.0,1991
3852,Equipment Pad,15,20,70,7.2,2010
5788,Ground Terminal T1,29,30,4,4.79,1996
5002,Ops Facility T1,43,50,70,9.04,1982
487,Substation,30,30,70,0.0,1995
2594,Antenna support building,30,30,70,5.16,1995
2577,Truck fill stand,26,30,2,9.93,1999
3998,Utility corridor,13,60,70,38.03,2012
3899,Fuel Building,7,50,70,40.02,2018
8244,Admin Office,8,40,70,35.57,2017
9356,Substation,30,30,70,1.19,1995
7065,Admin Office,3,40,70,33.44,2022
5801,Fuel intake Facility,27,30,70,0.0,1998
2553,Antenna support building,24,30,71,11.7,2001
5982,Receiver Station,23,30,71,16.01,2002
4881,Substation,30,30,70,1.41,1995
8340,Maintenance Shop,26,40,70,10.18,1999
3856,Power generation Facility,36,60,70,25.98,1989
2634,Admin Office,20,40,70,20.71,2005
1188,Fuel intake Facility,25,30,70,5.68,2000
5958,Fuel Farm,21,40,17,13.73,2004
2364,Ground Terminal T1,30,30,70,0.85,1995
8062,Ground monitoring Station,28,30,70,0.0,1997
6554,UPS Building,7,50,28,37.23,2018
8542,Storage Facility,31,60,41,33.06,1994
8350,Receiver Station,24,30,70,5.44,2001
1707,Receiver Station,29,30,70,5.58,1996
2262,Dorm Facility,43,50,70,5.67,1982
956,Power generation Facility,27,60,70,38.77,1998
4677,Antenna support building,20,30,70,8.24,2005
4494,Standby Generator,6,30,70,29.34,2019
2583,Utility corridor,24,60,70,40.89,2001
7318,Fuel intake Facility,28,30,70,0.0,1997
4966,Fuel Farm,19,40,70,17.28,2006
5975,Ground monitoring Station,24,30,70,13.58,2001
2043,Dorm Facility,19,50,70,33.37,2006
6446,Fuel Farm,10,40,70,33.95,2015
1150,Switching Station,13,30,70,19.91,2012
6264,Power generation Facility,40,60,98,31.43,1985
5865,Fuel Building,38,50,70,11.9,1987
3786,Central Utility Plant,38,50,71,12.08,1987
7016,Ground Terminal T1,30,30,70,0.0,1995
4546,Water Treatment Facility,21,30,70,6.56,2004
1768,Ground Terminal T1,30,30,70,7.9,1995
6426,Dorm Facility,24,50,96,21.71,2001
1513,Ops Facility T1,19,50,70,23.33,2006
3493,Storage Facility,51,60,70,9.32,1974
9363,Receiver Station,27,30,70,6.03,1998
3940,Receiver Station,22,30,70,5.06,2003
6013,Fuel intake Facility,28,30,70,0.0,1997
4657,Utility corridor,57,60,70,0.0,1968
3131,Storage Facility,18,60,70,43.94,2007
7241,Ground monitoring Station,19,30,88,12.33,2006
9009,Ops Facility T1,12,50,69,33.78,2013
2994,Fuel intake Facility,13,30,70,11.6,2012
5235,Antenna support building,22,30,70,13.07,2003
9179,Truck fill stand,29,30,28,0.0,1996
8189,Fuel intake Facility,19,30,70,14.66,2006
5542,Fuel intake Facility,13,30,70,11.53,2012
9849,Power generation Facility,21,60,70,35.4,2004
183,Substation,30,30,70,11.3,1995
6071,Pump Station,20,40,70,19.15,2005
8376,Switching Station,30,30,70,0.0,1995
4280,Central Utility Plant,1,50,70,50.66,2024
9711,Pump Station,38,40,70,0.65,1987
2966,Fuel intake Facility,30,30,70,0.0,1995
6624,Heating - Cooling Plant,37,60,70,25.92,1988
2582,Admin Office,23,40,70,17.67,2002
5543,Antenna support building,30,30,70,3.18,1995
286,Fuel Farm,22,40,70,17.66,2003
67,Pump Station,24,40,70,15.45,2001
5723,Equipment Pad,4,20,89,19.76,2021
7820,Fuel Building,14,50,70,41.2,2011
2383,Radome Facility,20,30,19,5.03,2005
4142,UPS Building,26,50,70,20.3,1999
5857,Water Treatment Facility,14,30,70,12.7,2011
6203,Utility corridor,16,60,70,45.33,2009
6823,Switching Station,25,30,70,0.34,2000
1484,Ground monitoring Station,27,30,70,4.67,1998
7290,Heating - Cooling Plant,18,60,70,37.38,2007
5743,Heating - Cooling Plant,2,60,70,52.85,2023
5143,Equipment Pad,5,20,44,8.54,2020
1212,Heating - Cooling Plant,36,60,71,29.47,1989
5929,Water Treatment Facility,26,30,69,0.0,1999
4329,Maintenance Shop,35,40,70,0.29,1990
6393,Fuel Farm,31,40,70,0.0,1994
3557,Receiver Station,23,30,70,12.29,2002
4244,Antenna support building,23,30,70,0.0,2002
4696,Data Center,35,40,70,11.57,1990
3655,Fuel Farm,4,40,90,42.15,2021
1323,Dorm Facility,2,50,70,44.28,2023
675,Radome Facility,27,30,70,0.86,1998
7195,Storage Facility,48,60,70,6.35,1977
9839,Pump Station,26,40,70,17.0,1999
4030,Equipment Pad,20,20,70,5.69,2005
176,Entry control point,20,30,70,10.7,2005
3224,Water Treatment Facility,18,30,70,0.0,2007
7187,Antenna support building,12,30,13,15.5,2013
93,Central Utility Plant,26,50,70,23.92,1999
6547,Ground monitoring Station,7,30,70,18.68,2018
3547,Antenna support building,6,30,70,22.55,2019
2966,Maintenance Shop,12,40,70,34.7,2013
9653,Fuel intake Facility,28,30,70,0.0,1997
7309,Antenna support building,7,30,70,28.05,2018
5563,Standby Generator,30,30,70,3.77,1995
9438,Fuel Farm,24,40,70,13.89,2001
7024,Dorm Facility,49,50,69,3.61,1976
1937,Water Treatment Facility,30,30,70,0.0,1995
4416,Antenna support building,30,30,70,0.0,1995
7073,Fuel Building,5,50,69,40.09,2020
227,Radome Facility,29,30,70,0.0,1996
4616,Power generation Facility,40,60,71,27.25,1985
2606,Admin Office,18,40,70,12.97,2007
2058,Power generation Facility,12,60,70,42.61,2013
3509,Heating - Cooling Plant,36,60,70,26.86,1989
4243,Radome Facility,21,30,70,0.0,2004
6939,Heating - Cooling Plant,24,60,70,30.45,2001
7114,Equipment Pad,9,20,2,7.81,2016
3430,Radome Facility,4,30,70,26.6,2021
8576,Fuel Farm,24,40,70,13.86,2001
9886,Water Treatment Facility,24,30,70,3.99,2001
1825,Entry control point,19,30,70,6.55,2006
8293,Truck fill stand,29,30,70,8.4,1996
3577,Equipment Pad,16,20,70,14.46,2009
835,Dorm Facility,21,50,14,23.23,2004
3910,Ops Facility T1,25,50,70,16.13,2000
954,Radome Facility,20,30,70,7.69,2005
5646,Admin Office,2,40,70,40.1,2023
4231,Maintenance Shop,22,40,70,15.25,2003
7485,Maintenance Shop,35,40,70,1.24,1990
9859,Antenna support building,12,30,70,20.96,2013
944,Receiver Station,23,30,70,14.01,2002
8661,Ops Facility T1,31,50,70,9.47,1994
587,Storage Facility,5,60,70,56.47,2020
353,Radome Facility,22,30,70,12.48,2003
1618,Dorm Facility,5,50,70,46.29,2020
9813,Power generation Facility,31,60,70,25.87,1994
3703,Fuel intake Facility,20,30,70,13.26,2005
2383,Truck fill stand,30,30,70,0.0,1995
5347,Standby Generator,30,30,70,3.8,1995
7561,Utility corridor,37,60,70,19.98,1988
2826,Pump Station,38,40,70,11.13,1987
8002,Fuel intake Facility,30,30,8,2.26,1995
4745,Fuel intake Facility,20,30,70,10.77,2005
4637,Ops Facility T1,21,50,70,28.44,2004
9677,Power generation Facility,28,60,69,42.59,1997
8446,Ground monitoring Station,20,30,70,12.82,2005
1200,Power generation Facility,30,60,70,34.36,1995
3125,Dorm Facility,37,50,70,3.95,1988
3459,Maintenance Shop,25,40,70,6.87,2000
1758,Ops Facility T1,10,50,70,35.21,2015
2028,Antenna support building,30,30,70,6.8,1995
5598,Receiver Station,10,30,70,22.14,2015
8292,Pump Station,34,40,70,0.0,1991
2349,Data Center,15,40,70,29.98,2010
7838,Heating - Cooling Plant,6,60,29,51.15,2019
585,Central Utility Plant,49,50,70,7.37,1976
6394,Standby Generator,28,30,70,0.0,1997
653,Radome Facility,30,30,70,3.14,1995
1999,Equipment Pad,20,20,70,0.0,2005
2643,Storage Facility,52,60,27,10.33,1973
6870,Pump Station,4,40,70,28.41,2021
6981,Ops Facility T1,33,50,70,18.01,1992
1466,Pump Station,12,40,70,31.11,2013
6461,Substation,30,30,70,0.53,1995
1603,Receiver Station,10,30,70,19.48,2015
1843,Dorm Facility,49,50,10,0.0,1976
2256,Central Utility Plant,28,50,70,29.53,1997
3206,Maintenance Shop,24,40,70,13.55,2001
90,Heating - Cooling Plant,20,60,70,47.21,2005
4592,Equipment Pad,20,20,70,0.0,2005
4900,Power generation Facility,23,60,70,29.68,2002
9630,Pump Station,34,40,71,4.28,1991
3097,Heating - Cooling Plant,38,60,70,23.42,1987
7345,Admin Office,20,40,70,14.02,2005
1392,Ground monitoring Station,30,30,70,2.59,1995
7320,Fuel intake Facility,30,30,70,0.0,1995
2168,Ground monitoring Station,13,30,70,20.18,2012
629,Fuel intake Facility,28,30,70,8.56,1997
3291,Fuel intake Facility,25,30,70,6.92,2000
6949,Ground Terminal T1,1,30,70,30.26,2024
7537,Entry control point,30,30,70,0.73,1995
3035,Truck fill stand,30,30,70,0.0,1995
7239,Ops Facility T1,49,50,69,3.32,1976
6284,Substation,27,30,69,4.83,1998
1991,Fuel Farm,25,40,47,20.27,2000
9959,Equipment Pad,17,20,70,0.0,2008
5647,Antenna support building,3,30,70,29.76,2022
2158,Ground Terminal T1,14,30,70,16.13,2011
1750,Power generation Facility,39,60,70,26.39,1986
6590,Central Utility Plant,29,50,70,28.29,1996
422,Receiver Station,30,30,70,0.84,1995
6498,Standby Generator,27,30,70,0.0,1998
9093,Fuel Building,7,50,70,40.66,2018
1490,UPS Building,11,50,70,43.89,2014
1464,Ops Facility T1,29,50,70,18.4,1996
45,Ops Facility T1,34,50,86,11.57,1991
5039,Dorm Facility,7,50,70,36.64,2018
9725,Water Treatment Facility,30,30,70,4.91,1995
5693,Substation,24,30,70,7.0,2001
2758,Ground monitoring Station,4,30,70,28.6,2021
4678,Central Utility Plant,45,50,70,8.67,1980
5810,Substation,15,30,70,15.95,2010
8678,Maintenance Shop,7,40,70,34.17,2018
3068,Pump Station,28,40,22,16.83,1997
6259,Receiver Station,28,30,70,5.67,1997
720,Utility corridor,59,60,70,0.0,1966
2244,Ops Facility T1,23,50,70,24.45,2002
5467,Fuel intake Facility,23,30,70,3.85,2002
4141,Ground monitoring Station,28,30,70,8.93,1997
8697,Data Center,29,40,70,15.72,1996
2917,Antenna support building,17,30,70,8.42,2008
1912,Heating - Cooling Plant,56,60,70,5.02,1969
5977,Entry control point,26,30,70,0.0,1999
9857,Storage Facility,22,60,70,41.88,2003
8884,Dorm Facility,25,50,70,29.34,2000
2984,Standby Generator,17,30,70,12.17,2008
7348,Heating - Cooling Plant,34,60,70,27.15,1991
