facility_number,facility_type,age_years,expected_life_years,condition_index,remaining_service_life,year_constructed
8210,Antenna support building,7,30,70,22.72,2018
3072,Fuel Building,12,50,70,29.05,2013
6466,Entry control point,30,30,70,0.0,1995
3591,Dorm Facility,5,50,70,41.42,2020
2789,Power generation Facility,24,60,70,34.15,2001
5752,Utility corridor,31,60,70,22.08,1994
8391,Fuel Farm,3,40,70,26.47,2022
7827,Ops Facility T1,20,50,70,35.49,2005
5019,Standby Generator,30,30,70,1.71,1995
7585,Standby Generator,7,30,69,17.02,2018
512,Water Treatment Facility,5,30,70,23.79,2020
9635,Standby Generator,30,30,70,0.61,1995
8842,Heating - Cooling Plant,15,60,2,44.46,2010
1517,Ops Facility T1,39,50,24,18.47,1986
5561,Equipment Pad,20,20,70,3.27,2005
1115,Fuel intake Facility,12,30,70,7.01,2013
8659,UPS Building,43,50,70,4.49,1982
459,Fuel Farm,31,40,70,9.77,1994
1086,Communication Facility,46,60,70,15.95,1979
1577,Receiver Station,16,30,70,19.41,2009
2363,Water Treatment Facility,30,30,70,2.79,1995
282,Pump Station,38,40,69,2.24,1987
7047,Equipment Pad,20,20,70,6.42,2005
5847,Water Treatment Facility,28,30,70,9.54,1997
7237,Ops Facility T1,4,50,70,50.34,2021
9232,Heating - Cooling Plant,18,60,70,41.07,2007
2264,Data Center,29,40,70,17.39,1996
8670,Equipment Pad,20,20,70,4.99,2005
2492,Entry control point,22,30,70,7.23,2003
7760,Fuel Building,38,50,70,5.13,1987
3851,Admin Office,31,40,70,16.22,1994
3417,Entry control point,30,30,70,0.72,1995
1223,Switching Station,17,30,70,12.58,2008
8290,Storage Facility,22,60,70,33.12,2003
2097,Maintenance Shop,39,40,70,0.87,1986
1595,Power generation Facility,51,60,70,7.99,1974
8332,Equipment Pad,19,20,70,0.0,2006
2594,Switching Station,12,30,70,21.84,2013
6039,Utility corridor,11,60,70,43.46,2014
6586,Data Center,34,40,70,7.82,1991
5729,Utility corridor,12,60,70,40.43,2013
8293,Fuel Building,35,50,70,14.04,1990
4219,Utility corridor,16,60,70,51.77,2009
9546,Data Center,11,40,71,21.67,2014
2806,Communication Facility,58,60,70,4.09,1967
8494,Data Center,27,40,70,10.37,1998
8318,Utility corridor,22,60,70,46.45,2003
6216,Entry control point,14,30,43,18.32,2011
6849,Heating - Cooling Plant,30,60,70,26.93,1995
9788,Substation,26,30,70,7.31,1999
1315,Central Utility Plant,25,50,70,19.96,2000
2070,Maintenance Shop,26,40,70,16.98,1999
1165,Fuel intake Facility,30,30,69,0.0,1995
1614,Central Utility Plant,25,50,19,26.59,2000
3709,Maintenance Shop,35,40,70,4.73,1990
6241,Water Treatment Facility,20,30,70,19.51,2005
8839,Fuel Building,40,50,70,13.62,1985
5768,Entry control point,11,30,70,28.63,2014
3868,Fuel intake Facility,25,30,70,6.19,2000
7523,Utility corridor,37,60,70,31.01,1988
4097,Receiver Station,30,30,93,2.58,1995
5618,Ops Facility T1,17,50,70,36.63,2008
2195,Antenna support building,30,30,45,4.51,1995
2955,Equipment Pad,20,20,70,0.0,2005
1510,Switching Station,8,30,36,22.11,2017
2293,Admin Office,38,40,70,0.0,1987
2077,Pump Station,36,40,70,2.93,1989
1710,Fuel intake Facility,15,30,70,23.24,2010
6192,Fuel Farm,19,40,70,18.46,2006
1902,Admin Office,20,40,97,10.8,2005
6931,Ops Facility T1,38,50,70,12.5,1987
6956,Receiver Station,20,30,70,4.08,2005
1326,Fuel Farm,12,40,70,30.24,2013
8666,Antenna support building,30,30,70,0.0,1995
2230,Admin Office,27,40,70,8.86,1998
9848,Ground Terminal T1,30,30,70,0.0,1995
451,Antenna support building,10,30,70,25.72,2015
8952,Heating - Cooling Plant,25,60,70,32.38,2000
391,Substation,28,30,70,0.0,1997
6748,Utility corridor,37,60,70,31.49,1988
2071,Truck fill stand,11,30,70,22.87,2014
8286,Fuel intake Facility,14,30,70,16.47,2011
7194,Receiver Station,20,30,70,10.38,2005
1888,Entry control point,12,30,70,19.71,2013
2662,Ground Terminal T1,20,30,70,11.05,2005
5458,Receiver Station,30,30,70,4.27,1995
6747,Admin Office,12,40,70,36.62,2013
1856,Truck fill stand,27,30,70,8.79,1998
5068,Radome Facility,30,30,70,0.0,1995
1028,Communication Facility,21,60,70,44.26,2004
568,Utility corridor,31,60,70,35.35,1994
7281,Truck fill stand,17,30,70,15.34,2008
9810,Storage Facility,30,60,70,22.07,1995
6730,Fuel Building,11,50,36,26.89,2014
979,Radome Facility,30,30,70,12.47,1995
7744,Fuel Farm,33,40,70,3.85,1992
4067,Radome Facility,27,30,70,0.0,1998
6002,Truck fill stand,25,30,70,0.0,2000
4028,Antenna support building,20,30,70,10.77,2005
9034,Dorm Facility,29,50,70,19.43,1996
426,Utility corridor,26,60,70,44.19,1999
9096,Power generation Facility,11,60,70,56.2,2014
5674,Receiver Station,20,30,70,4.05,2005
770,Fuel Building,34,50,70,31.79,1991
7425,Receiver Station,17,30,70,10.0,2008
5748,Equipment Pad,7,20,70,18.36,2018
216,Fuel intake Facility,26,30,70,5.36,1999
7053,Utility corridor,58,60,70,9.88,1967
1384,Storage Facility,51,60,70,3.64,1974
800,Radome Facility,24,30,71,5.06,2001
4339,Storage Facility,39,60,70,23.93,1986
8522,Ops Facility T1,17,50,70,31.19,2008
3018,Fuel intake Facility,21,30,70,10.53,2004
8073,Radome Facility,29,30,70,0.0,1996
5667,Standby Generator,1,30,10,35.78,2024
7849,Ground monitoring Station,25,30,35,0.0,2000
456,Switching Station,25,30,70,0.0,2000
734,Ops Facility T1,34,50,70,13.01,1991
3628,Fuel Farm,26,40,70,10.92,1999
5959,Fuel intake Facility,4,30,70,25.11,2021
1734,Entry control point,2,30,70,33.34,2023
3579,Fuel intake Facility,30,30,97,3.49,1995
2479,Standby Generator,19,30,70,4.84,2006
3008,Entry control point,8,30,70,18.15,2017
3580,Fuel Building,36,50,70,6.59,1989
2069,Fuel intake Facility,30,30,70,4.22,1995
1615,Maintenance Shop,18,40,70,25.09,2007
1511,Ground monitoring Station,30,30,70,0.0,1995
8555,Fuel Farm,13,40,70,24.06,2012
6240,Equipment Pad,20,20,70,5.81,2005
4583,Switching Station,20,30,34,7.19,2005
9348,Communication Facility,20,60,70,41.9,2005
2010,Substation,29,30,16,0.65,1996
9708,Heating - Cooling Plant,15,60,70,44.91,2010
3655,Fuel intake Facility,30,30,70,0.0,1995
1528,Fuel intake Facility,20,30,71,5.02,2005
2297,Truck fill stand,30,30,42,0.0,1995
9291,UPS Building,41,50,4,4.16,1984
9403,Antenna support building,13,30,70,20.47,2012
7119,Heating - Cooling Plant,20,60,70,41.09,2005
9483,Admin Office,20,40,70,17.18,2005
5136,Admin Office,26,40,70,8.45,1999
2853,Dorm Facility,40,50,70,17.78,1985
8165,Ground Terminal T1,22,30,69,12.78,2003
6491,Central Utility Plant,31,50,70,21.76,1994
3766,Utility corridor,1,60,70,58.71,2024
8996,Heating - Cooling Plant,53,60,70,0.0,1972
9326,Fuel Building,17,50,70,26.62,2008
6963,Heating - Cooling Plant,10,60,70,47.4,2015
982,Utility corridor,35,60,70,32.92,1990
6194,Fuel Farm,37,40,70,0.0,1988
8340,Communication Facility,23,60,70,42.2,2002
9170,UPS Building,32,50,99,12.43,1993
5026,Antenna support building,23,30,70,8.97,2002
7203,Ground monitoring Station,16,30,86,21.58,2009
3853,Ops Facility T1,49,50,70,7.63,1976
4864,Fuel intake Facility,28,30,70,0.0,1997
5812,Communication Facility,2,60,70,61.45,2023
9536,Heating - Cooling Plant,38,60,70,27.14,1987
838,Ops Facility T1,28,50,70,17.05,1997
181,Substation,27,30,70,9.08,1998
3010,Substation,20,30,70,20.95,2005
6908,Fuel intake Facility,30,30,70,1.71,1995
2848,Fuel Farm,5,40,70,26.37,2020
5095,Power generation Facility,23,60,70,35.82,2002
1294,Standby Generator,21,30,70,4.31,2004
9388,Heating - Cooling Plant,22,60,30,41.52,2003
25,Ground monitoring Station,28,30,70,6.23,1997
530,Dorm Facility,38,50,70,4.47,1987
1007,Fuel Farm,25,40,70,7.63,2000
7100,Water Treatment Facility,20,30,70,8.92,2005
9176,Switching Station,21,30,95,4.56,2004
9857,Admin Office,7,40,70,31.29,2018
2478,Utility corridor,33,60,70,21.5,1992
8899,UPS Building,38,50,70,19.47,1987
660,UPS Building,29,50,70,14.4,1996
5210,Water Treatment Facility,28,30,70,2.22,1997
4052,Communication Facility,10,60,28,50.06,2015
2986,Entry control point,28,30,70,0.0,1997
6941,UPS Building,13,50,70,37.01,2012
5342,Substation,29,30,70,2.54,1996
4445,Ops Facility T1,46,50,70,4.54,1979
4980,Antenna support building,26,30,70,6.37,1999
1576,Ground monitoring Station,9,30,70,23.51,2016
7974,Maintenance Shop,33,40,70,5.4,1992
9957,Utility corridor,19,60,70,41.48,2006
890,Fuel intake Facility,25,30,70,0.0,2000
5312,Maintenance Shop,15,40,70,24.74,2010
4203,Radome Facility,6,30,71,27.84,2019
6842,Fuel Farm,30,40,70,10.71,1995
7926,Maintenance Shop,17,40,70,34.21,2008
9998,Fuel intake Facility,20,30,70,6.36,2005
4797,Standby Generator,12,30,70,15.51,2013
8573,Fuel intake Facility,20,30,70,8.46,2005
7710,Fuel intake Facility,29,30,70,0.0,1996
4320,Power generation Facility,14,60,70,38.63,2011
3212,Power generation Facility,21,60,70,36.29,2004
6804,Fuel Building,39,50,70,11.14,1986
7283,Fuel Building,21,50,70,32.54,2004
38,Fuel intake Facility,20,30,18,12.54,2005
1935,Ground monitoring Station,30,30,70,0.0,1995
8166,Ground monitoring Station,20,30,70,9.78,2005
4684,Switching Station,29,30,70,10.0,1996
6271,Fuel Building,16,50,70,29.44,2009
6139,Data Center,38,40,70,10.31,1987
9192,Central Utility Plant,10,50,94,32.29,2015
2009,Substation,30,30,70,0.0,1995
6664,Standby Generator,18,30,70,14.57,2007
3501,Ops Facility T1,16,50,70,35.86,2009
5244,Radome Facility,20,30,70,9.88,2005
4435,Fuel Building,41,50,70,23.23,1984
3263,Fuel Building,26,50,70,20.32,1999
4691,UPS Building,40,50,69,14.55,1985
797,Ground monitoring Station,30,30,70,0.0,1995
6736,Entry control point,30,30,20,0.0,1995
1413,Water Treatment Facility,30,30,70,0.0,1995
1043,Truck fill stand,7,30,18,22.08,2018
7119,UPS Building,7,50,70,49.03,2018
4560,Fuel Farm,22,40,70,20.16,2003
7242,Ground monitoring Station,5,30,70,28.81,2020
6371,Admin Office,7,40,70,34.32,2018
4166,Receiver Station,30,30,70,1.7,1995
8585,Heating - Cooling Plant,4,60,70,55.31,2021
7657,Water Treatment Facility,23,30,70,0.16,2002
6460,Dorm Facility,23,50,70,29.96,2002
6947,Heating - Cooling Plant,37,60,34,20.84,1988
9310,Power generation Facility,51,60,70,11.93,1974
7969,Ground monitoring Station,30,30,70,8.74,1995
1337,Utility corridor,17,60,70,47.73,2008
7493,Fuel Farm,5,40,70,41.71,2020
106,Pump Station,37,40,70,2.87,1988
7912,Maintenance Shop,19,40,70,20.04,2006
9356,Receiver Station,23,30,70,13.95,2002
9085,Communication Facility,27,60,23,35.88,1998
5735,Heating - Cooling Plant,43,60,70,18.53,1982
3747,Ground Terminal T1,26,30,70,10.63,1999
7783,Power generation Facility,16,60,70,38.3,2009
9219,Ground Terminal T1,30,30,11,0.0,1995
5895,Ops Facility T1,43,50,70,15.98,1982
2629,Standby Generator,28,30,70,0.0,1997
9976,UPS Building,24,50,70,32.81,2001
5487,Dorm Facility,14,50,70,39.51,2011
4709,Switching Station,25,30,70,10.37,2000
6276,Fuel intake Facility,1,30,89,32.53,2024
301,Ground Terminal T1,20,30,97,17.02,2005
5022,Dorm Facility,16,50,70,31.16,2009
7545,Storage Facility,34,60,70,24.79,1991
1261,Storage Facility,23,60,70,31.94,2002
8312,Fuel Building,26,50,70,20.24,1999
8325,Power generation Facility,35,60,70,26.01,1990
6136,Ground Terminal T1,21,30,70,7.57,2004
9910,Fuel Farm,40,40,70,0.0,1985
5139,Fuel intake Facility,14,30,70,16.57,2011
5034,Maintenance Shop,37,40,70,0.0,1988
4247,Equipment Pad,18,20,12,2.13,2007
9524,Central Utility Plant,20,50,70,32.54,2005
8340,Substation,19,30,70,0.74,2006
1146,Standby Generator,8,30,70,23.38,2017
4700,Truck fill stand,20,30,70,3.34,2005
2248,UPS Building,32,50,70,30.15,1993
2113,Power generation Facility,15,60,19,47.88,2010
9132,Power generation Facility,35,60,70,19.54,1990
9796,Storage Facility,8,60,70,49.12,2017
2814,Ground Terminal T1,9,30,70,12.13,2016
2287,Ground Terminal T1,21,30,70,15.0,2004
1777,Switching Station,24,30,70,0.65,2001
359,Water Treatment Facility,30,30,70,2.27,1995
6862,UPS Building,33,50,71,21.64,1992
7029,Antenna support building,22,30,70,4.16,2003
9327,Heating - Cooling Plant,34,60,70,23.94,1991
170,Utility corridor,52,60,70,2.45,1973
6846,Utility corridor,17,60,70,44.39,2008
1525,Equipment Pad,20,20,70,0.0,2005
5913,Dorm Facility,15,50,70,25.64,2010
9477,Utility corridor,36,60,86,26.03,1989
1743,Receiver Station,21,30,71,6.13,2004
8320,Entry control point,30,30,70,3.0,1995
1434,Data Center,40,40,70,0.0,1985
2901,Utility corridor,25,60,70,32.2,2000
2009,Maintenance Shop,20,40,70,16.71,2005
6038,Pump Station,38,40,70,1.12,1987
4579,Entry control point,30,30,70,5.98,1995
6131,Ground monitoring Station,23,30,70,0.0,2002
2765,Fuel Farm,27,40,70,18.51,1998
5796,Pump Station,39,40,39,0.18,1986
4743,Ground monitoring Station,11,30,70,15.12,2014
1033,Utility corridor,14,60,69,43.77,2011
3628,Power generation Facility,32,60,70,28.48,1993
9453,Maintenance Shop,19,40,70,14.64,2006
9559,Receiver Station,30,30,70,4.89,1995
3534,Antenna support building,20,30,70,3.53,2005
9101,Maintenance Shop,32,40,70,6.85,1993
2254,Fuel intake Facility,28,30,69,0.0,1997
1872,Central Utility Plant,24,50,70,29.92,2001
6087,Water Treatment Facility,11,30,70,16.75,2014
3025,Admin Office,22,40,70,18.86,2003
2316,Admin Office,19,40,45,19.72,2006
5864,Admin Office,22,40,70,25.38,2003
5386,Fuel Building,26,50,96,27.14,1999
8563,Heating - Cooling Plant,15,60,70,45.35,2010
8552,Radome Facility,13,30,70,9.5,2012
7310,Fuel Building,20,50,70,30.06,2005
8972,Water Treatment Facility,25,30,70,9.52,2000
5792,Heating - Cooling Plant,10,60,70,54.62,2015
8481,Heating - Cooling Plant,20,60,70,40.07,2005
2290,Water Treatment Facility,26,30,70,4.67,1999
6191,Fuel Building,30,50,70,25.98,1995
7219,Storage Facility,20,60,70,43.14,2005
2685,Dorm Facility,21,50,70,26.64,2004
3694,Substation,21,30,70,11.53,2004
7029,UPS Building,43,50,70,17.35,1982
630,Equipment Pad,20,20,70,0.3,2005
1290,Equipment Pad,15,20,70,2.72,2010
7140,Fuel intake Facility,24,30,70,0.0,2001
3697,Communication Facility,14,60,70,43.85,2011
670,Utility corridor,39,60,70,27.26,1986
3920,Storage Facility,29,60,70,32.77,1996
1731,Pump Station,15,40,70,20.45,2010
3522,Central Utility Plant,36,50,70,17.32,1989
326,Fuel Building,46,50,70,9.45,1979
397,Radome Facility,22,30,70,8.63,2003
9908,UPS Building,21,50,70,22.87,2004
9166,Dorm Facility,34,50,70,19.42,1991
3503,Ground Terminal T1,30,30,70,1.91,1995
3401,Substation,30,30,70,0.17,1995
8310,Radome Facility,25,30,70,4.33,2000
9465,Communication Facility,7,60,22,53.7,2018
7468,Utility corridor,23,60,70,39.11,2002
3090,Receiver Station,26,30,70,0.0,1999
2689,Fuel Building,7,50,70,49.52,2018
9639,Switching Station,25,30,70,7.86,2000
8282,Entry control point,4,30,70,25.26,2021
3930,Data Center,30,40,70,1.58,1995
5229,Ground Terminal T1,30,30,70,0.0,1995
4653,Fuel Building,31,50,70,21.84,1994
400,Dorm Facility,28,50,70,32.45,1997
235,Standby Generator,30,30,70,0.77,1995
110,Water Treatment Facility,30,30,70,2.63,1995
1879,Power generation Facility,37,60,70,24.72,1988
1698,Standby Generator,21,30,70,9.28,2004
5290,Storage Facility,51,60,70,8.69,1974
3889,Ops Facility T1,34,50,70,15.73,1991
796,Communication Facility,47,60,69,10.32,1978
7560,Communication Facility,32,60,70,21.45,1993
2062,Receiver Station,30,30,70,0.36,1995
1225,Switching Station,23,30,70,4.73,2002
6151,Dorm Facility,39,50,70,11.96,1986
969,Water Treatment Facility,18,30,70,14.45,2007
9503,Utility corridor,46,60,28,16.86,1979
8822,Power generation Facility,12,60,70,46.44,2013
479,Dorm Facility,39,50,70,17.09,1986
3456,Entry control point,10,30,34,14.29,2015
438,Antenna support building,30,30,70,5.48,1995
4735,Fuel Farm,35,40,70,4.74,1990
7232,Standby Generator,30,30,69,4.19,1995
5166,Maintenance Shop,39,40,70,1.35,1986
1869,Data Center,20,40,70,18.27,2005
3680,Standby Generator,30,30,70,0.0,1995
7643,Storage Facility,10,60,70,48.17,2015
7406,Entry control point,30,30,70,7.12,1995
3837,Ground monitoring Station,30,30,93,0.0,1995
7938,Ops Facility T1,13,50,70,43.48,2012
2977,Pump Station,21,40,70,16.51,2004
6428,Fuel Building,30,50,70,15.51,1995
7959,Fuel Farm,21,40,71,16.88,2004
4425,Truck fill stand,11,30,70,9.41,2014
2473,Antenna support building,30,30,70,10.67,1995
6708,Storage Facility,41,60,71,9.74,1984
9631,Admin Office,16,40,70,20.21,2009
7508,Ground monitoring Station,24,30,70,3.52,2001
4976,Standby Generator,30,30,70,0.0,1995
3658,Power generation Facility,30,60,70,25.11,1995
5157,Communication Facility,29,60,70,30.07,1996
1782,Standby Generator,13,30,70,24.63,2012
7119,Standby Generator,29,30,70,4.22,1996
1329,Communication Facility,25,60,70,37.45,2000
8,Receiver Station,30,30,70,7.22,1995
3927,Substation,30,30,70,1.29,1995
4779,Radome Facility,23,30,70,4.49,2002
8201,Central Utility Plant,50,50,70,1.06,1975
7038,Substation,3,30,70,24.27,2022
470,Utility corridor,49,60,93,15.49,1976
4672,Fuel intake Facility,30,30,70,3.66,1995
6922,Substation,18,30,70,6.84,2007
3003,Ground Terminal T1,4,30,70,19.32,2021
9139,Radome Facility,23,30,70,13.23,2002
6095,Admin Office,30,40,88,11.15,1995
2961,Utility corridor,26,60,46,27.91,1999
8515,Fuel Building,29,50,70,17.97,1996
270,Maintenance Shop,26,40,70,15.33,1999
6427,Fuel intake Facility,9,30,70,30.88,2016
1452,UPS Building,44,50,70,11.92,1981
2455,Water Treatment Facility,25,30,70,6.99,2000
8786,Water Treatment Facility,30,30,70,0.0,1995
6106,Fuel Farm,19,40,70,15.8,2006
8869,Entry control point,7,30,70,20.96,2018
6718,Admin Office,11,40,70,20.83,2014
4014,Ground Terminal T1,24,30,70,9.1,2001
8576,Entry control point,26,30,70,0.0,1999
6311,Data Center,25,40,70,25.33,2000
7613,Equipment Pad,10,20,17,15.09,2015
8979,Water Treatment Facility,14,30,70,14.46,2011
779,Entry control point,30,30,70,12.82,1995
434,UPS Building,39,50,98,12.52,1986
6594,Power generation Facility,54,60,70,1.63,1971
2521,Equipment Pad,12,20,70,4.67,2013
2344,Dorm Facility,47,50,70,8.67,1978
