facility_number,facility_type,age_years,expected_life_years,condition_index,remaining_service_life,year_constructed
6696,Entry control point,29,30,70,2.86,1996
3934,Dorm Facility,13,50,70,33.32,2012
9354,Heating - Cooling Plant,9,60,70,48.4,2016
4685,Data Center,22,40,70,23.79,2003
1983,Antenna support building,23,30,69,4.25,2002
188,Dorm Facility,34,50,70,22.44,1991
7999,Utility corridor,20,60,70,46.72,2005
8758,Maintenance Shop,11,40,70,21.93,2014
4586,Equipment Pad,20,20,70,0.0,2005
9254,Ground Terminal T1,6,30,12,23.43,2019
1824,Pump Station,38,40,70,0.0,1987
5590,Storage Facility,2,60,70,60.91,2023
7759,Equipment Pad,8,20,70,11.47,2017
5157,Equipment Pad,20,20,70,7.57,2005
1805,Heating - Cooling Plant,15,60,70,38.68,2010
8577,Receiver Station,5,30,70,29.3,2020
8730,Ground monitoring Station,16,30,37,14.16,2009
8723,Pump Station,28,40,70,20.8,1997
1853,Power generation Facility,17,60,70,44.34,2008
2724,Water Treatment Facility,20,30,70,10.49,2005
7896,Truck fill stand,30,30,70,1.31,1995
9250,Dorm Facility,17,50,70,30.94,2008
9461,Fuel Farm,1,40,70,42.56,2024
5320,Pump Station,32,40,70,13.64,1993
2330,Storage Facility,48,60,70,15.42,1977
6730,Storage Facility,33,60,70,22.14,1992
5022,Fuel intake Facility,30,30,70,0.0,1995
2334,Antenna support building,23,30,70,3.82,2002
4554,Radome Facility,26,30,70,0.0,1999
5512,Fuel Building,13,50,70,37.0,2012
6738,Standby Generator,30,30,69,0.0,1995
3690,UPS Building,25,50,70,20.08,2000
1630,Dorm Facility,31,50,69,13.66,1994
953,Equipment Pad,20,20,70,0.0,2005
1345,Receiver Station,30,30,70,1.23,1995
7280,Utility corridor,32,60,70,25.99,1993
8996,Water Treatment Facility,24,30,70,12.33,2001
7232,Substation,1,30,70,23.82,2024
5206,Ground Terminal T1,1,30,70,24.88,2024
4388,UPS Building,6,50,70,44.84,2019
1762,Heating - Cooling Plant,15,60,70,52.38,2010
5186,Ground monitoring Station,30,30,70,0.0,1995
4860,Admin Office,26,40,70,21.67,1999
355,Ground Terminal T1,30,30,70,0.0,1995
953,Switching Station,14,30,70,16.9,2011
4101,Utility corridor,11,60,70,44.01,2014
7413,Substation,7,30,70,26.04,2018
1641,Fuel intake Facility,5,30,70,23.88,2020
3014,Receiver Station,25,30,70,4.78,2000
2037,Fuel intake Facility,18,30,3,12.4,2007
4977,Equipment Pad,16,20,70,0.0,2009
617,Ops Facility T1,1,50,99,55.31,2024
9925,Equipment Pad,20,20,70,5.71,2005
5564,Dorm Facility,20,50,69,38.05,2005
8777,Receiver Station,17,30,70,10.39,2008
3420,Fuel Building,45,50,70,4.57,1980
1974,Utility corridor,35,60,70,22.08,1990
2014,Utility corridor,23,60,70,34.36,2002
5943,Ground monitoring Station,29,30,29,9.23,1996
6882,Power generation Facility,36,60,70,24.28,1989
2667,Maintenance Shop,26,40,70,18.66,1999
1132,Water Treatment Facility,29,30,70,0.0,1996
6282,Fuel Building,41,50,69,16.04,1984
9899,Power generation Facility,2,60,70,62.16,2023
6826,Storage Facility,6,60,69,60.87,2019
701,Substation,30,30,70,0.0,1995
1801,Fuel Building,12,50,93,40.08,2013
698,Utility corridor,12,60,70,50.91,2013
3422,Substation,20,30,70,8.92,2005
9290,Substation,30,30,70,2.55,1995
9428,Power generation Facility,24,60,94,30.72,2001
1238,Central Utility Plant,42,50,70,0.0,1983
6867,Substation,28,30,70,9.62,1997
2984,Data Center,27,40,70,16.53,1998
9951,Dorm Facility,50,50,70,0.18,1975
6546,Storage Facility,34,60,70,30.71,1991
5056,Antenna support building,27,30,70,0.0,1998
7821,Radome Facility,3,30,70,30.6,2022
4887,Maintenance Shop,26,40,70,14.41,1999
7780,Pump Station,31,40,70,12.21,1994
7800,Switching Station,25,30,70,7.13,2000
8181,Storage Facility,33,60,70,24.25,1992
7954,Storage Facility,33,60,70,28.62,1992
2483,Entry control point,13,30,70,11.3,2012
4369,Power generation Facility,3,60,70,57.56,2022
939,Heating - Cooling Plant,16,60,71,38.11,2009
4810,Ground Terminal T1,11,30,70,15.8,2014
2917,Substation,15,30,70,17.34,2010
2914,Fuel Building,10,50,44,40.29,2015
2943,Data Center,24,40,70,19.8,2001
8734,Storage Facility,31,60,70,28.85,1994
6298,Antenna support building,25,30,70,10.77,2000
766,Entry control point,29,30,19,0.0,1996
1965,Data Center,33,40,70,4.5,1992
5964,Receiver Station,21,30,70,8.05,2004
4779,Data Center,34,40,70,11.95,1991
2434,Storage Facility,20,60,70,27.92,2005
7845,Equipment Pad,16,20,46,4.56,2009
5071,Utility corridor,13,60,70,39.54,2012
8244,Antenna support building,25,30,70,6.81,2000
3177,Heating - Cooling Plant,34,60,70,26.06,1991
6483,Fuel intake Facility,22,30,70,5.34,2003
7536,Fuel Farm,36,40,70,0.0,1989
6534,Ground Terminal T1,5,30,70,25.95,2020
2395,Truck fill stand,21,30,70,11.83,2004
8758,Maintenance Shop,19,40,71,17.84,2006
8845,Storage Facility,42,60,70,20.12,1983
147,Pump Station,24,40,70,16.67,2001
3525,Communication Facility,28,60,70,36.94,1997
3377,Fuel intake Facility,30,30,70,0.0,1995
9064,Fuel intake Facility,20,30,93,14.11,2005
6666,Standby Generator,27,30,94,0.0,1998
3139,Ground monitoring Station,30,30,70,0.0,1995
753,Pump Station,22,40,70,22.35,2003
9934,Admin Office,27,40,70,9.41,1998
243,Ops Facility T1,28,50,37,28.15,1997
8594,Substation,24,30,70,1.66,2001
342,Water Treatment Facility,30,30,70,2.9,1995
4924,UPS Building,44,50,70,6.02,1981
4419,Admin Office,36,40,70,0.0,1989
1451,UPS Building,3,50,70,52.91,2022
3321,Pump Station,26,40,70,13.67,1999
5269,Admin Office,13,40,70,18.66,2012
3383,Equipment Pad,18,20,70,16.59,2007
7635,Utility corridor,23,60,70,38.76,2002
2666,Fuel Building,23,50,70,26.26,2002
3814,Fuel intake Facility,30,30,70,2.05,1995
8703,Receiver Station,24,30,70,8.86,2001
7915,Standby Generator,21,30,70,4.32,2004
3602,Equipment Pad,20,20,70,2.06,2005
6493,Heating - Cooling Plant,34,60,70,21.11,1991
7803,Receiver Station,18,30,70,16.57,2007
8752,Standby Generator,30,30,70,4.96,1995
6374,Ground Terminal T1,10,30,70,16.9,2015
2725,Heating - Cooling Plant,22,60,17,43.13,2003
9617,Antenna support building,17,30,70,1.7,2008
4106,UPS Building,36,50,70,9.13,1989
9205,Switching Station,24,30,70,1.69,2001
1691,Substation,25,30,70,7.8,2000
8741,Admin Office,5,40,70,37.68,2020
7499,Fuel Building,34,50,94,15.41,1991
4582,Dorm Facility,45,50,70,8.14,1980
9489,Fuel intake Facility,30,30,70,2.15,1995
9106,Pump Station,31,40,70,12.19,1994
6482,Radome Facility,30,30,70,0.21,1995
6340,Switching Station,30,30,70,0.0,1995
8443,Water Treatment Facility,30,30,70,0.0,1995
6720,Admin Office,23,40,70,14.67,2002
9061,Storage Facility,32,60,70,33.62,1993
4711,Ops Facility T1,21,50,70,25.85,2004
4636,Storage Facility,33,60,70,31.39,1992
4937,Fuel Building,15,50,70,45.72,2010
9504,Power generation Facility,26,60,70,34.6,1999
3437,Utility corridor,17,60,70,37.27,2008
2965,Central Utility Plant,3,50,70,49.23,2022
7593,Maintenance Shop,36,40,70,0.35,1989
1642,Storage Facility,8,60,70,43.9,2017
247,Admin Office,22,40,98,15.13,2003
9434,Water Treatment Facility,30,30,70,0.0,1995
6655,Dorm Facility,17,50,70,33.6,2008
4432,Entry control point,25,30,70,2.25,2000
2855,Fuel intake Facility,16,30,70,16.79,2009
7273,Switching Station,23,30,70,6.41,2002
4938,Power generation Facility,58,60,97,3.01,1967
5502,Water Treatment Facility,15,30,70,13.51,2010
4634,Ground Terminal T1,6,30,70,26.79,2019
1184,Ground Terminal T1,30,30,70,0.0,1995
1015,Data Center,7,40,70,43.99,2018
9621,Data Center,30,40,70,15.8,1995
9245,Fuel intake Facility,26,30,70,2.41,1999
8779,Entry control point,22,30,95,10.06,2003
5196,Radome Facility,30,30,70,0.0,1995
4475,Radome Facility,28,30,88,0.0,1997
6556,Storage Facility,18,60,70,45.47,2007
1201,Admin Office,35,40,70,7.69,1990
7151,Entry control point,25,30,70,2.86,2000
7948,Maintenance Shop,34,40,70,3.19,1991
4676,Dorm Facility,33,50,70,22.02,1992
2148,Fuel intake Facility,24,30,70,0.0,2001
154,Entry control point,2,30,70,28.33,2023
9397,Equipment Pad,20,20,69,2.08,2005
8529,Standby Generator,20,30,70,13.26,2005
258,Receiver Station,30,30,70,1.3,1995
6195,Substation,25,30,70,11.3,2000
3564,Ground monitoring Station,15,30,70,9.21,2010
2655,Dorm Facility,47,50,99,12.8,1978
4752,Dorm Facility,23,50,70,31.83,2002
1729,Equipment Pad,5,20,36,13.72,2020
3576,Water Treatment Facility,30,30,71,1.75,1995
4706,Antenna support building,7,30,70,22.46,2018
8718,Ground monitoring Station,27,30,70,5.04,1998
5241,Entry control point,15,30,25,3.53,2010
1480,Power generation Facility,11,60,70,48.78,2014
5578,Ground monitoring Station,19,30,70,11.83,2006
3235,Water Treatment Facility,5,30,70,23.39,2020
3072,Central Utility Plant,45,50,70,0.0,1980
5123,Switching Station,26,30,70,2.73,1999
1302,Equipment Pad,20,20,70,0.0,2005
1823,Equipment Pad,20,20,70,0.0,2005
8797,Equipment Pad,20,20,70,6.89,2005
9919,Water Treatment Facility,3,30,70,32.18,2022
4723,Fuel intake Facility,21,30,21,10.18,2004
8524,Central Utility Plant,14,50,70,33.64,2011
7143,Communication Facility,24,60,70,36.53,2001
6815,Utility corridor,38,60,70,19.93,1987
8852,Ground monitoring Station,21,30,70,5.06,2004
1900,Ground monitoring Station,27,30,70,4.56,1998
4885,Fuel Building,23,50,70,30.59,2002
3542,Equipment Pad,20,20,1,1.05,2005
489,Radome Facility,22,30,70,6.81,2003
1105,Fuel Building,34,50,71,17.33,1991
4813,Water Treatment Facility,15,30,70,14.01,2010
5813,Antenna support building,25,30,71,0.0,2000
9003,Admin Office,25,40,70,14.6,2000
4997,Pump Station,14,40,99,24.89,2011
1287,Ground monitoring Station,29,30,70,0.0,1996
851,Maintenance Shop,34,40,70,6.79,1991
541,Fuel intake Facility,20,30,70,9.35,2005
4188,Ground Terminal T1,11,30,70,18.28,2014
3150,Dorm Facility,40,50,70,2.78,1985
9,Radome Facility,25,30,70,12.4,2000
1930,UPS Building,10,50,97,29.42,2015
6057,Storage Facility,34,60,70,28.07,1991
9928,Maintenance Shop,28,40,70,14.28,1997
5199,UPS Building,50,50,70,0.87,1975
6143,Data Center,35,40,70,0.0,1990
1994,Equipment Pad,20,20,70,0.0,2005
5227,Fuel intake Facility,2,30,70,22.9,2023
334,Ops Facility T1,17,50,70,31.06,2008
7573,Equipment Pad,20,20,70,5.74,2005
2983,Central Utility Plant,5,50,70,43.67,2020
5388,Central Utility Plant,11,50,70,37.71,2014
2833,Pump Station,38,40,70,0.0,1987
321,Utility corridor,13,60,99,49.2,2012
4461,Utility corridor,20,60,70,44.78,2005
9494,Fuel intake Facility,30,30,70,2.14,1995
2327,Fuel Building,19,50,70,34.2,2006
5978,Truck fill stand,30,30,70,0.0,1995
2386,Heating - Cooling Plant,30,60,70,32.49,1995
3212,Ground Terminal T1,30,30,70,7.53,1995
6513,Communication Facility,16,60,70,38.47,2009
127,Dorm Facility,20,50,2,25.81,2005
9788,Radome Facility,30,30,91,0.0,1995
3848,Equipment Pad,4,20,71,13.47,2021
8113,Standby Generator,11,30,71,20.54,2014
5570,Communication Facility,16,60,70,40.27,2009
5868,UPS Building,41,50,70,11.06,1984
2072,Ops Facility T1,38,50,70,5.09,1987
4270,Communication Facility,27,60,70,35.3,1998
867,Admin Office,6,40,10,28.26,2019
6575,Equipment Pad,20,20,69,0.0,2005
3134,Ground Terminal T1,29,30,70,2.55,1996
6490,Fuel intake Facility,30,30,70,0.0,1995
7406,Admin Office,10,40,70,30.65,2015
8496,Data Center,25,40,70,23.8,2000
2719,Ops Facility T1,38,50,70,11.05,1987
5889,Truck fill stand,24,30,70,2.48,2001
1197,Data Center,30,40,98,12.08,1995
5721,Storage Facility,55,60,70,6.6,1970
9036,Admin Office,26,40,70,14.14,1999
4260,UPS Building,39,50,70,14.6,1986
5388,UPS Building,28,50,99,21.53,1997
5072,Equipment Pad,20,20,70,0.29,2005
7587,Admin Office,32,40,71,15.54,1993
9027,Pump Station,22,40,70,15.82,2003
5410,Truck fill stand,30,30,70,4.08,1995
4098,Truck fill stand,6,30,70,21.38,2019
287,Central Utility Plant,43,50,8,8.14,1982
2780,Admin Office,28,40,70,7.21,1997
6824,Antenna support building,16,30,70,14.79,2009
2129,Heating - Cooling Plant,57,60,70,2.02,1968
7528,Power generation Facility,28,60,70,23.43,1997
8093,Fuel Farm,10,40,70,36.43,2015
7629,Dorm Facility,32,50,70,18.18,1993
6596,Ground Terminal T1,30,30,70,0.0,1995
1277,Central Utility Plant,31,50,71,22.18,1994
6891,UPS Building,29,50,70,20.7,1996
2913,Fuel Building,28,50,40,20.42,1997
9975,Receiver Station,26,30,70,5.13,1999
9289,UPS Building,31,50,69,21.93,1994
2633,Ground Terminal T1,26,30,94,2.93,1999
3561,Fuel intake Facility,23,30,70,6.86,2002
2483,Fuel Building,33,50,71,18.56,1992
9944,Receiver Station,24,30,70,10.21,2001
7511,Heating - Cooling Plant,58,60,70,10.07,1967
6926,Ground monitoring Station,30,30,70,1.43,1995
7631,Power generation Facility,1,60,70,53.1,2024
3950,Admin Office,23,40,88,14.69,2002
692,Dorm Facility,10,50,70,36.16,2015
1320,Communication Facility,20,60,70,42.61,2005
4843,Radome Facility,3,30,70,21.59,2022
7593,Fuel Farm,38,40,70,0.0,1987
1217,Water Treatment Facility,27,30,70,6.74,1998
9027,Ground Terminal T1,5,30,70,31.19,2020
4823,Utility corridor,27,60,70,34.73,1998
2403,Radome Facility,26,30,70,3.67,1999
8903,Ops Facility T1,48,50,70,2.81,1977
3698,Fuel Building,7,50,70,39.51,2018
3391,Utility corridor,20,60,70,37.15,2005
3298,Receiver Station,30,30,91,0.0,1995
1088,Equipment Pad,20,20,70,8.35,2005
4393,Fuel intake Facility,30,30,70,0.48,1995
7040,Water Treatment Facility,30,30,70,0.0,1995
3853,Radome Facility,2,30,70,27.65,2023
2236,Truck fill stand,29,30,70,10.48,1996
211,Switching Station,27,30,70,4.77,1998
9131,Radome Facility,15,30,70,20.46,2010
9638,Heating - Cooling Plant,59,60,70,3.36,1966
3525,Power generation Facility,2,60,70,59.49,2023
4871,Central Utility Plant,40,50,70,16.72,1985
3658,Utility corridor,32,60,70,29.52,1993
2781,Entry control point,30,30,70,0.0,1995
4651,Ground Terminal T1,11,30,70,13.93,2014
5356,Dorm Facility,39,50,70,8.2,1986
4933,Fuel intake Facility,19,30,70,6.7,2006
3362,Receiver Station,16,30,17,11.53,2009
4644,Radome Facility,24,30,70,6.2,2001
4664,Entry control point,23,30,70,12.96,2002
7503,Maintenance Shop,39,40,70,2.16,1986
6591,Power generation Facility,17,60,70,37.95,2008
322,Radome Facility,24,30,70,4.04,2001
8481,Communication Facility,46,60,70,18.4,1979
2628,Ground Terminal T1,28,30,70,4.17,1997
3162,Receiver Station,27,30,70,14.27,1998
7510,Heating - Cooling Plant,17,60,70,44.29,2008
6988,Water Treatment Facility,25,30,70,13.11,2000
1417,Data Center,31,40,70,10.41,1994
2338,Switching Station,22,30,70,8.3,2003
6412,Pump Station,16,40,70,24.15,2009
8093,Antenna support building,30,30,10,0.0,1995
1972,Antenna support building,19,30,70,25.45,2006
1349,Radome Facility,30,30,70,0.0,1995
7979,Maintenance Shop,21,40,70,28.18,2004
2332,Data Center,37,40,70,0.85,1988
4421,Communication Facility,50,60,70,0.0,1975
9335,Storage Facility,37,60,70,21.84,1988
3443,UPS Building,17,50,70,37.26,2008
534,Switching Station,15,30,70,10.11,2010
1660,Equipment Pad,20,20,70,0.94,2005
2359,Utility corridor,49,60,70,11.74,1976
781,Antenna support building,8,30,70,27.53,2017
4570,Substation,10,30,70,19.38,2015
7679,Switching Station,14,30,70,9.63,2011
957,UPS Building,22,50,70,29.71,2003
1110,Equipment Pad,20,20,71,1.19,2005
5264,Storage Facility,18,60,70,42.41,2007
8601,Standby Generator,22,30,69,12.02,2003
878,Maintenance Shop,14,40,70,21.16,2011
3213,Radome Facility,24,30,70,2.02,2001
9768,Radome Facility,30,30,70,4.46,1995
5813,Storage Facility,29,60,70,36.49,1996
278,Antenna support building,30,30,70,5.09,1995
6342,Fuel intake Facility,5,30,2,20.92,2020
1786,Utility corridor,17,60,70,38.95,2008
7656,Standby Generator,22,30,70,10.75,2003
833,Ops Facility T1,49,50,70,0.0,1976
3392,Maintenance Shop,16,40,70,29.63,2009
3044,Ground Terminal T1,30,30,70,2.48,1995
8175,Antenna support building,30,30,70,0.0,1995
5431,Ops Facility T1,35,50,70,20.79,1990
7628,Entry control point,15,30,70,14.06,2010
457,Ground monitoring Station,25,30,70,10.66,2000
4342,Utility corridor,44,60,70,16.5,1981
6744,Radome Facility,30,30,70,8.62,1995
2686,Power generation Facility,33,60,70,20.07,1992
5988,Power generation Facility,22,60,71,31.9,2003
3097,Standby Generator,30,30,70,0.0,1995
9504,Communication Facility,19,60,71,49.99,2006
4148,Dorm Facility,38,50,70,7.71,1987
5402,Communication Facility,4,60,70,64.09,2021
6159,Ground Terminal T1,30,30,70,0.0,1995
2451,Ops Facility T1,2,50,70,53.65,2023
1072,Admin Office,35,40,70,0.0,1990
566,Standby Generator,30,30,70,0.19,1995
2522,Truck fill stand,20,30,70,15.25,2005
6563,Pump Station,20,40,70,18.87,2005
8356,Storage Facility,16,60,3,38.47,2009
7270,Standby Generator,15,30,70,18.4,2010
9068,Central Utility Plant,42,50,70,4.59,1983
912,Receiver Station,21,30,71,7.94,2004
9691,Power generation Facility,8,60,70,45.56,2017
2260,Entry control point,20,30,70,7.29,2005
9779,Ops Facility T1,4,50,29,47.58,2021
8354,Antenna support building,20,30,70,7.17,2005
4773,Ops Facility T1,24,50,26,23.7,2001
2890,Pump Station,4,40,97,40.27,2021
6470,Utility corridor,20,60,24,39.92,2005
1451,Entry control point,29,30,70,0.0,1996
7540,Standby Generator,29,30,70,0.0,1996
7703,Water Treatment Facility,20,30,42,8.54,2005
9741,Substation,10,30,70,24.03,2015
5647,Dorm Facility,4,50,90,52.2,2021
1374,Dorm Facility,49,50,70,2.2,1976
7321,Admin Office,28,40,70,14.84,1997
8210,Radome Facility,30,30,70,0.0,1995
8462,Substation,28,30,70,4.11,1997
4024,Fuel Farm,15,40,70,26.37,2010
3072,Data Center,16,40,70,18.89,2009
1006,Standby Generator,2,30,70,29.94,2023
2923,Utility corridor,13,60,70,42.79,2012
1336,Equipment Pad,20,20,20,2.33,2005
7473,Antenna support building,24,30,70,8.69,2001
2885,Water Treatment Facility,30,30,70,0.0,1995
6443,Admin Office,36,40,70,0.0,1989
3854,Ground Terminal T1,1,30,70,21.22,2024
5855,Ground monitoring Station,30,30,36,0.0,1995
3509,Entry control point,30,30,70,0.0,1995
8168,Central Utility Plant,3,50,70,51.48,2022
1106,Water Treatment Facility,29,30,70,0.0,1996
700,Antenna support building,20,30,70,13.5,2005
4040,Receiver Station,30,30,70,0.0,1995
3050,Switching Station,30,30,70,0.0,1995
3870,Storage Facility,43,60,70,22.8,1982
